13628	13103	12330	11759	11491	11314	11288	10117	8833	7796	6662	6013	5615	5315	5109	4967	5096	5542	6234	6941	7651	8819	9755	10813	11125	11456	10329	11272	11229	11124	11186	12246	11465	10655	9869	9455	8783	8132	7519	6993	6469	6350	5473	5457	4987	4715	4523	4260	3895	3555	3255	3105	2161	1648	1548	1696	1860	2090	2020	1923	1780	1837	1781	1710	1574	1489	1395	1392	1297	1306	1248	1144	1159	1084	998	1020	833	875	832	733	715	639	559	493	431	381	292	251	201	176	122	103	77	56	42	26	26	8	3	7	0
12904	12809	12568	12092	11486	11306	10948	10811	10031	8771	7775	6699	6092	5736	5556	5721	5685	6064	6715	7336	7998	8730	9741	10577	11453	11528	11665	10487	11203	11080	10950	11014	11957	11233	10421	9633	9266	8651	8009	7432	6829	6362	6237	5426	5423	4972	4705	4525	4282	3901	3580	3283	3082	2198	1688	1565	1697	1866	2100	2033	1888	1779	1807	1767	1698	1488	1471	1376	1378	1286	1291	1239	1128	1129	1045	968	988	820	826	782	696	665	588	523	443	377	333	259	217	168	152	95	87	66	45	30	23	17	6	5	0
12316	12073	12083	12015	11740	11309	11016	10506	10574	9973	8779	7789	6773	6239	5931	5887	6124	6288	6842	7656	8157	8794	9534	10399	11187	11862	11696	11661	10408	10919	10748	10599	10696	11503	10863	10107	9355	9049	8542	7937	7408	6770	6328	6249	5461	5436	4971	4679	4460	4225	3876	3556	3258	3020	2196	1697	1565	1662	1862	2088	2000	1850	1754	1767	1748	1639	1461	1458	1367	1370	1285	1286	1232	1103	1111	1014	946	955	786	783	734	666	611	538	478	397	331	295	222	189	142	127	71	65	54	31	26	15	8	7	0
11461	11081	11452	11801	11974	11791	11137	10849	10357	10428	9848	8579	7669	6727	6236	5947	5858	6205	6406	7008	7898	8371	8979	9720	10596	11332	11976	11761	11632	10364	10803	10618	10478	10556	11292	10694	9951	9179	8931	8442	7842	7347	6675	6252	6187	5437	5381	4929	4645	4398	4194	3853	3536	3230	2981	2183	1686	1541	1642	1841	2036	1961	1804	1722	1718	1701	1633	1448	1441	1343	1358	1285	1261	1207	1084	1082	986	924	922	745	746	696	616	567	480	438	351	298	270	187	167	123	103	54	51	45	22	16	10	8	0
9549	10039	10346	10766	11181	11129	10653	10230	10184	9805	9816	9185	8121	7246	6508	6074	5756	5702	5901	6019	6592	7178	7853	8325	8933	9773	10233	10862	10683	10507	9345	9753	9630	9558	9704	10423	9951	9207	8616	8318	7919	7359	6887	6280	5877	5828	5161	5077	4651	4411	4169	3960	3660	3311	3100	2817	2046	1575	1442	1560	1692	1918	1846	1705	1629	1633	1614	1576	1393	1384	1297	1316	1230	1195	1167	1036	1026	939	876	857	701	682	632	557	508	432	374	302	269	225	157	132	95	81	38	39	35	17	9	7	0
8641	8586	9294	9681	10113	10233	9870	9583	9539	9540	9197	9018	8544	7602	6903	6308	5871	5575	5502	5581	5714	6184	6717	7271	7678	8085	8821	9230	9690	9483	9348	8334	8882	8762	8693	8855	9499	9138	8496	8020	7709	7352	6884	6425	5864	5465	5467	4830	4747	4327	4150	3936	3696	3473	3126	2864	2648	1892	1478	1351	1462	1590	1756	1745	1615	1573	1553	1546	1515	1367	1336	1269	1265	1175	1149	1120	977	964	886	830	801	621	640	582	480	457	363	328	264	218	179	128	111	81	61	28	24	24	14	6	0
8168	7942	8274	9088	9367	9594	9416	9195	9094	9146	8968	8546	8445	8094	7288	6660	6146	5895	5751	5538	5627	5661	6138	6599	7112	7496	7790	8456	8712	9100	8938	8751	7822	8376	8206	8210	8361	8960	8625	8043	7586	7362	6981	6545	6092	5591	5214	5189	4611	4537	4134	3981	3745	3528	3289	2972	2717	2488	1817	1422	1277	1395	1483	1654	1654	1567	1536	1503	1488	1476	1345	1281	1221	1230	1132	1103	1081	936	907	843	771	738	565	577	515	426	418	311	279	221	190	145	98	84	63	48	19	17	17	9	0
5709	6535	6948	7360	8121	8225	8225	8018	8019	7973	8106	8037	7841	7753	7646	6922	6440	6080	5882	5690	5636	5662	5747	6271	6580	7069	7425	7596	8238	8373	8783	8615	8464	7522	8139	7952	7969	8048	8719	8323	7803	7355	7125	6769	6382	5932	5462	5082	5041	4476	4413	4025	3876	3637	3417	3168	2851	2595	2402	1749	1360	1236	1329	1408	1585	1604	1519	1503	1456	1439	1432	1310	1235	1167	1173	1090	1047	1034	884	863	781	712	685	530	520	466	394	360	273	241	188	153	111	72	57	42	33	14	11	13	0
5367	5309	6218	6446	6705	7450	7434	7332	7373	7426	7387	7561	7499	7405	7460	7416	6774	6413	6196	5991	5888	5770	5905	6047	6427	6753	7073	7450	7550	8078	8188	8588	8446	8255	7342	7927	7765	7786	7865	8477	8115	7618	7170	6897	6590	6211	5783	5315	4953	4880	4389	4284	3915	3767	3526	3305	3044	2748	2525	2317	1658	1291	1166	1252	1354	1519	1569	1466	1458	1441	1417	1406	1261	1200	1119	1125	1042	1004	970	839	831	733	673	602	489	460	413	346	318	225	210	155	126	90	54	37	27	23	12	5	0
5637	5312	5294	6123	6272	6882	7145	7146	7160	7158	7338	7289	7466	7397	7362	7433	7459	6910	6788	6385	6422	6335	6079	6214	6365	6764	7027	7288	7521	7607	8169	8187	8500	8357	8183	7242	7860	7590	7693	7665	8344	7930	7465	7045	6764	6486	6069	5691	5209	4848	4800	4324	4207	3846	3687	3390	3193	2918	2691	2475	2228	1615	1233	1136	1208	1324	1511	1540	1437	1425	1412	1418	1383	1224	1161	1088	1104	1002	963	901	793	754	673	623	540	438	420	354	291	268	185	164	123	94	62	41	21	20	15	6	0
